UniqueID,Species,Breed,Gender,SpayNeuter,Borough,ZipCode,Season,trainability_value,group,Age_Range
3,DOG,bull terrier,U,FALSE,Brooklyn,11224,Winter,0.38,Terrier Group,
5,DOG,bull terrier,U,FALSE,Brooklyn,11224,Winter,0.69,Terrier Group,
6,DOG,basenji,M,FALSE,Brooklyn,11231,Winter,0.71,Hound Group,Adult (3-7 Years)
8,DOG,bull terrier,U,FALSE,Brooklyn,11233,Winter,0.48,Terrier Group,
13,DOG,great dane,F,TRUE,Brooklyn,,Winter,0.87,Working Group,Adult (3-7 Years)
14,DOG,bull terrier,U,FALSE,Brooklyn,11220,Winter,0.62,Terrier Group,
16,DOG,west highland white terrier,M,FALSE,Brooklyn,11207,Winter,0.57,Terrier Group,
17,DOG,bull terrier,U,FALSE,Brooklyn,11205,Winter,0.54,Terrier Group,
20,DOG,bull terrier,U,FALSE,Brooklyn,11233,Winter,0.26,Terrier Group,
22,DOG,bull terrier,F,TRUE,Brooklyn,11236,Winter,0.65,Terrier Group,Senior (8+ Years)
26,DOG,pekingese,M,TRUE,Brooklyn,11220,Winter,0.42,Toy Group,Adult (3-7 Years)
29,DOG,bull terrier,F,TRUE,Brooklyn,11230,Winter,0.45,Terrier Group,Puppy/Young (0-2 Years)
30,DOG,dachshund,M,FALSE,Brooklyn,11211,Winter,0.53,Hound Group,Puppy/Young (0-2 Years)
31,DOG,bull terrier,U,FALSE,Brooklyn,11224,Winter,0.2,Terrier Group,
35,DOG,chihuahua,M,FALSE,Brooklyn,11205,Winter,0.44,Toy Group,Adult (3-7 Years)
36,DOG,bull terrier,U,FALSE,Brooklyn,11208,Winter,0.51,Terrier Group,
37,DOG,yorkshire terrier,U,FALSE,Brooklyn,11210,Winter,0.0,Toy Group,
38,DOG,shih tzu,U,FALSE,Brooklyn,11233,Winter,0.84,Toy Group,
39,DOG,pug,M,TRUE,Brooklyn,11223,Winter,0.41,Toy Group,Senior (8+ Years)
40,DOG,maltese,U,FALSE,Brooklyn,11224,Winter,0.33,Toy Group,
44,DOG,miniature pinscher,M,FALSE,Brooklyn,11214,Winter,0.33,Toy Group,Senior (8+ Years)
46,DOG,shih tzu,U,FALSE,Brooklyn,11215,Winter,0.6,Toy Group,
47,DOG,dachshund,M,FALSE,Brooklyn,,Winter,0.49,Hound Group,Puppy/Young (0-2 Years)
48,DOG,american english coonhound,M,TRUE,Brooklyn,11201,Winter,0.39,Hound Group,Adult (3-7 Years)
50,DOG,bichon frise,U,FALSE,Brooklyn,11212,Winter,0.38,Non-Sporting Group,
51,DOG,german shepherd dog,M,FALSE,Brooklyn,11236,Winter,0.71,Herding Group,Puppy/Young (0-2 Years)
52,DOG,bull terrier,U,FALSE,Brooklyn,,Winter,0.3,Terrier Group,
53,DOG,bull terrier,U,FALSE,Brooklyn,11201,Winter,0.59,Terrier Group,
56,DOG,bull terrier,U,FALSE,Brooklyn,11207,Winter,0.62,Terrier Group,
57,DOG,bull terrier,U,FALSE,Brooklyn,11207,Winter,0.37,Terrier Group,
58,DOG,chihuahua,M,FALSE,Brooklyn,11233,Winter,0.5,Toy Group,Puppy/Young (0-2 Years)
59,DOG,bull terrier,M,FALSE,Brooklyn,11216,Winter,0.4,Terrier Group,Puppy/Young (0-2 Years)
62,DOG,german shepherd dog,M,FALSE,Brooklyn,11235,Winter,0.94,Herding Group,Adult (3-7 Years)
64,DOG,labrador retriever,M,TRUE,Brooklyn,11239,Winter,1.0,Sporting Group,Adult (3-7 Years)
65,DOG,rottweiler,U,FALSE,Brooklyn,,Winter,0.31,Working Group,
66,DOG,shih tzu,M,FALSE,Brooklyn,11236,Winter,0.33,Toy Group,Senior (8+ Years)
67,DOG,cane corso,M,FALSE,Brooklyn,11216,Winter,0.44,Working Group,Senior (8+ Years)
69,DOG,norfolk terrier,U,FALSE,Brooklyn,11231,Winter,0.76,Terrier Group,
78,DOG,chihuahua,M,TRUE,Brooklyn,11214,Winter,0.42,Toy Group,Adult (3-7 Years)
79,DOG,bull terrier,F,FALSE,Brooklyn,11233,Winter,0.32,Terrier Group,Puppy/Young (0-2 Years)
80,DOG,bull terrier,F,TRUE,Brooklyn,11236,Winter,0.34,Terrier Group,Adult (3-7 Years)
81,DOG,yorkshire terrier,F,FALSE,Brooklyn,11234,Winter,0.19,Toy Group,
82,DOG,rottweiler,U,FALSE,Brooklyn,11233,Winter,0.62,Working Group,
83,DOG,bull terrier,M,FALSE,Brooklyn,11218,Winter,0.33,Terrier Group,Adult (3-7 Years)
84,DOG,pomeranian,M,TRUE,Brooklyn,11214,Winter,0.69,Toy Group,Senior (8+ Years)
85,DOG,bull terrier,F,FALSE,Brooklyn,11208,Winter,0.33,Terrier Group,Adult (3-7 Years)
86,DOG,poodle (standard),F,FALSE,Brooklyn,11220,Winter,0.95,Non-Sporting Group,Adult (3-7 Years)
87,DOG,bull terrier,U,FALSE,Brooklyn,11233,Winter,0.49,Terrier Group,
90,DOG,australian terrier,M,TRUE,Brooklyn,11208,Spring,0.59,Terrier Group,Adult (3-7 Years)
91,DOG,cocker spaniel,M,FALSE,Brooklyn,11209,Spring,1.0,Sporting Group,Puppy/Young (0-2 Years)
93,DOG,siberian husky,F,TRUE,Brooklyn,11234,Spring,0.73,Working Group,Adult (3-7 Years)
96,DOG,pointer,M,TRUE,Brooklyn,11209,Winter,0.73,Sporting Group,Puppy/Young (0-2 Years)
97,DOG,boxer,U,FALSE,Brooklyn,11215,Spring,0.76,Working Group,
98,DOG,shih tzu,U,FALSE,Brooklyn,,Spring,0.78,Toy Group,
99,DOG,bull terrier,U,FALSE,Brooklyn,11220,Spring,0.2,Terrier Group,
102,DOG,german shepherd dog,U,FALSE,Brooklyn,11219,Winter,0.79,Herding Group,
105,DOG,bull terrier,F,TRUE,Brooklyn,11234,Spring,0.32,Terrier Group,Puppy/Young (0-2 Years)
106,DOG,siberian husky,M,FALSE,Brooklyn,11219,Spring,0.43,Working Group,Puppy/Young (0-2 Years)
107,DOG,bull terrier,F,FALSE,Brooklyn,11231,Spring,0.53,Terrier Group,Puppy/Young (0-2 Years)
108,DOG,labrador retriever,M,FALSE,Brooklyn,11222,Spring,0.85,Sporting Group,Senior (8+ Years)
109,DOG,beagle,M,TRUE,Brooklyn,11220,Spring,0.37,Hound Group,Adult (3-7 Years)
111,DOG,rottweiler,M,TRUE,Brooklyn,11206,Spring,0.92,Working Group,Adult (3-7 Years)
121,DOG,maltese,F,FALSE,Brooklyn,11216,Spring,0.73,Toy Group,Adult (3-7 Years)
122,DOG,lhasa apso,M,FALSE,Brooklyn,11226,Spring,0.42,Non-Sporting Group,Puppy/Young (0-2 Years)
123,DOG,chihuahua,M,TRUE,Brooklyn,11225,Spring,0.42,Toy Group,Senior (8+ Years)
124,DOG,pug,M,FALSE,Brooklyn,11204,Spring,0.33,Toy Group,Senior (8+ Years)
125,DOG,airedale terrier,M,TRUE,Brooklyn,11215,Spring,0.94,Terrier Group,Puppy/Young (0-2 Years)
127,DOG,bull terrier,U,FALSE,Brooklyn,11207,Spring,0.55,Terrier Group,
129,DOG,shih tzu,F,FALSE,Brooklyn,11209,Spring,0.78,Toy Group,Senior (8+ Years)
130,DOG,bichon frise,U,FALSE,Brooklyn,,Spring,0.74,Non-Sporting Group,
131,DOG,bull terrier,U,FALSE,Brooklyn,11207,Spring,0.54,Terrier Group,
132,DOG,bull terrier,U,FALSE,Brooklyn,,Spring,0.5,Terrier Group,
135,DOG,shih tzu,F,FALSE,Brooklyn,11237,Spring,0.88,Toy Group,Puppy/Young (0-2 Years)
138,DOG,maltese,M,TRUE,Brooklyn,11215,Spring,0.8,Toy Group,Senior (8+ Years)
140,DOG,maltese,M,FALSE,Brooklyn,11234,Spring,0.39,Toy Group,Adult (3-7 Years)
141,DOG,siberian husky,M,FALSE,Brooklyn,11214,Spring,0.27,Working Group,Adult (3-7 Years)
150,DOG,akita,M,FALSE,Brooklyn,11207,Spring,1.0,Working Group,Adult (3-7 Years)
151,DOG,shih tzu,M,FALSE,Brooklyn,,Spring,0.74,Toy Group,Adult (3-7 Years)
153,DOG,boston terrier,F,TRUE,Brooklyn,11201,Spring,1.0,Non-Sporting Group,Adult (3-7 Years)
155,DOG,bull terrier,U,FALSE,Brooklyn,11218,Spring,0.38,Terrier Group,
158,DOG,siberian husky,M,TRUE,Brooklyn,11238,Spring,0.2,Working Group,Puppy/Young (0-2 Years)
159,DOG,shih tzu,M,TRUE,Brooklyn,,Spring,0.33,Toy Group,Adult (3-7 Years)
160,DOG,bull terrier,U,FALSE,Brooklyn,11236,Spring,0.23,Terrier Group,
161,DOG,maltese,F,TRUE,Brooklyn,11223,Spring,0.96,Toy Group,Senior (8+ Years)
164,DOG,border collie,M,FALSE,Brooklyn,,Spring,1.0,Herding Group,
165,DOG,bull terrier,M,FALSE,Brooklyn,11230,Spring,0.68,Terrier Group,Puppy/Young (0-2 Years)
166,DOG,cane corso,F,FALSE,Brooklyn,11234,Spring,0.54,Working Group,Senior (8+ Years)
167,DOG,dachshund,F,TRUE,Brooklyn,11249,Spring,0.29,Hound Group,Senior (8+ Years)
168,DOG,rottweiler,M,TRUE,Brooklyn,11208,Spring,0.86,Working Group,Puppy/Young (0-2 Years)
169,DOG,afghan hound,U,FALSE,Brooklyn,11231,Spring,0.05,Hound Group,
170,DOG,bull terrier,U,FALSE,Brooklyn,11217,Spring,0.3,Terrier Group,
171,DOG,maltese,M,TRUE,Brooklyn,11201,Spring,0.52,Toy Group,Puppy/Young (0-2 Years)
172,DOG,bull terrier,U,FALSE,Brooklyn,11207,Spring,0.32,Terrier Group,
173,DOG,bull terrier,U,FALSE,Brooklyn,11236,Spring,0.39,Terrier Group,
178,DOG,shih tzu,M,FALSE,Brooklyn,11229,Spring,0.61,Toy Group,Adult (3-7 Years)
179,DOG,german shepherd dog,U,FALSE,Brooklyn,11233,Spring,0.92,Herding Group,
181,DOG,bull terrier,U,FALSE,Brooklyn,11220,Spring,0.21,Terrier Group,
183,DOG,german shepherd dog,M,TRUE,Brooklyn,11230,Spring,0.9,Herding Group,Puppy/Young (0-2 Years)
185,DOG,bull terrier,U,FALSE,Brooklyn,11209,Spring,0.6,Terrier Group,
188,DOG,bull terrier,U,FALSE,Brooklyn,11206,Spring,0.27,Terrier Group,
189,DOG,bull terrier,U,FALSE,Brooklyn,,Spring,0.62,Terrier Group,
190,DOG,chihuahua,U,FALSE,Brooklyn,11221,Spring,0.09,Toy Group,
191,DOG,shih tzu,U,FALSE,Brooklyn,11233,Spring,0.77,Toy Group,
192,DOG,bull terrier,U,FALSE,Brooklyn,11238,Spring,0.12,Terrier Group,
193,DOG,lhasa apso,F,TRUE,Brooklyn,11210,Spring,0.51,Non-Sporting Group,Adult (3-7 Years)
194,DOG,bull terrier,U,FALSE,Brooklyn,11233,Spring,0.33,Terrier Group,
196,DOG,central asian shepherd dog,M,TRUE,Brooklyn,11204,Spring,0.12,Foundation Stock Service,Puppy/Young (0-2 Years)
197,DOG,german shepherd dog,M,TRUE,Brooklyn,11230,Spring,0.93,Herding Group,Puppy/Young (0-2 Years)
201,DOG,golden retriever,M,FALSE,Brooklyn,11230,Spring,0.8,Sporting Group,Puppy/Young (0-2 Years)
203,DOG,bull terrier,U,FALSE,Brooklyn,11213,Spring,0.35,Terrier Group,
205,DOG,bull terrier,U,FALSE,Brooklyn,11215,Spring,0.42,Terrier Group,
210,DOG,yorkshire terrier,M,TRUE,Brooklyn,11214,Spring,0.0,Toy Group,Senior (8+ Years)
211,DOG,miniature bull terrier,F,FALSE,Brooklyn,11203,Spring,0.68,Terrier Group,Senior (8+ Years)
212,DOG,shiba inu,M,FALSE,Brooklyn,,Spring,0.43,Non-Sporting Group,
213,DOG,yorkshire terrier,F,FALSE,Brooklyn,11207,Spring,0.7,Toy Group,Puppy/Young (0-2 Years)
214,DOG,bulldog,U,FALSE,Brooklyn,,Spring,0.56,Non-Sporting Group,
215,DOG,bull terrier,U,FALSE,Brooklyn,11214,Spring,0.39,Terrier Group,
216,DOG,rottweiler,M,TRUE,Brooklyn,11236,Spring,0.83,Working Group,Puppy/Young (0-2 Years)
219,DOG,siberian husky,U,FALSE,Brooklyn,11205,Spring,0.28,Working Group,
221,DOG,australian cattle dog,F,TRUE,Brooklyn,11226,Spring,0.49,Herding Group,Adult (3-7 Years)
223,DOG,bull terrier,F,FALSE,Brooklyn,11230,Spring,0.57,Terrier Group,
224,DOG,bull terrier,U,FALSE,Brooklyn,11221,Spring,0.55,Terrier Group,
226,DOG,french bulldog,M,TRUE,Brooklyn,11235,Spring,0.76,Non-Sporting Group,Puppy/Young (0-2 Years)
230,DOG,great dane,U,FALSE,Brooklyn,11213,Spring,0.23,Working Group,
231,DOG,bull terrier,U,FALSE,Brooklyn,11221,Spring,0.34,Terrier Group,
232,DOG,cane corso,F,FALSE,Brooklyn,11236,Spring,0.89,Working Group,Puppy/Young (0-2 Years)
234,DOG,bull terrier,U,FALSE,Brooklyn,11213,Spring,0.52,Terrier Group,
236,DOG,american water spaniel,U,FALSE,Brooklyn,11218,Spring,1.0,Sporting Group,
238,DOG,bull terrier,F,FALSE,Brooklyn,11221,Spring,0.43,Terrier Group,Adult (3-7 Years)
239,DOG,siberian husky,U,FALSE,Brooklyn,11221,Spring,0.51,Working Group,
240,DOG,bull terrier,U,FALSE,Brooklyn,11213,Spring,0.65,Terrier Group,
241,DOG,bull terrier,U,FALSE,Brooklyn,11226,Spring,0.14,Terrier Group,
243,DOG,cocker spaniel,F,FALSE,Brooklyn,11224,Spring,0.88,Sporting Group,Adult (3-7 Years)
244,DOG,bull terrier,U,FALSE,Brooklyn,11208,Spring,0.38,Terrier Group,
245,DOG,chow chow,F,TRUE,Brooklyn,11217,Spring,0.3,Non-Sporting Group,Adult (3-7 Years)
246,DOG,chow chow,F,TRUE,Brooklyn,11217,Spring,0.21,Non-Sporting Group,Adult (3-7 Years)
249,DOG,bull terrier,U,FALSE,Brooklyn,,Spring,0.61,Terrier Group,
250,DOG,american bulldog,M,FALSE,Brooklyn,11208,Spring,0.61,Foundation Stock Service,Puppy/Young (0-2 Years)
251,DOG,shih tzu,U,FALSE,Brooklyn,11221,Spring,0.59,Toy Group,
254,DOG,golden retriever,F,FALSE,Brooklyn,,Spring,1.0,Sporting Group,Senior (8+ Years)
256,DOG,bull terrier,M,TRUE,Brooklyn,11212,Spring,0.32,Terrier Group,Adult (3-7 Years)
260,DOG,bull terrier,M,FALSE,Brooklyn,11233,Summer,0.32,Terrier Group,Adult (3-7 Years)
263,DOG,afghan hound,M,TRUE,Brooklyn,,Summer,0.0,Hound Group,Puppy/Young (0-2 Years)
265,DOG,dachshund,M,TRUE,Brooklyn,11236,Summer,0.66,Hound Group,Senior (8+ Years)
267,DOG,bull terrier,U,FALSE,Brooklyn,11222,Summer,0.19,Terrier Group,
268,DOG,bull terrier,U,FALSE,Brooklyn,11230,Summer,0.4,Terrier Group,
270,DOG,american english coonhound,M,TRUE,Brooklyn,11220,Spring,0.6,Hound Group,Adult (3-7 Years)
274,DOG,boxer,U,FALSE,Brooklyn,11207,Spring,0.63,Working Group,
275,DOG,shih tzu,M,FALSE,Brooklyn,11204,Spring,0.68,Toy Group,Puppy/Young (0-2 Years)
276,DOG,bull terrier,U,FALSE,Brooklyn,11220,Spring,0.34,Terrier Group,
277,DOG,shih tzu,U,FALSE,Brooklyn,11238,Spring,0.33,Toy Group,
279,DOG,bull terrier,M,FALSE,Brooklyn,11231,Summer,0.2,Terrier Group,Adult (3-7 Years)
282,DOG,yorkshire terrier,U,FALSE,Brooklyn,11201,Summer,0.0,Toy Group,
285,DOG,poodle (standard),U,FALSE,Brooklyn,11207,Summer,0.86,Non-Sporting Group,
287,DOG,bull terrier,U,FALSE,Brooklyn,11205,Summer,0.14,Terrier Group,
288,DOG,german shepherd dog,M,FALSE,Brooklyn,11234,Spring,0.93,Herding Group,Adult (3-7 Years)
290,DOG,bull terrier,U,FALSE,Brooklyn,11205,Summer,0.4,Terrier Group,
291,DOG,bull terrier,U,FALSE,Brooklyn,11205,Summer,0.41,Terrier Group,
296,DOG,maltese,F,FALSE,Brooklyn,11224,Summer,0.87,Toy Group,Adult (3-7 Years)
297,DOG,bull terrier,U,FALSE,Brooklyn,11236,Summer,0.54,Terrier Group,
300,DOG,maltese,M,FALSE,Brooklyn,11206,Summer,0.46,Toy Group,
302,DOG,shih tzu,U,FALSE,Brooklyn,11218,Summer,0.29,Toy Group,
303,DOG,shih tzu,U,FALSE,Brooklyn,11216,Summer,0.63,Toy Group,
304,DOG,boston terrier,U,FALSE,Brooklyn,11215,Spring,1.0,Non-Sporting Group,
305,DOG,bull terrier,U,FALSE,Brooklyn,11203,Summer,0.22,Terrier Group,
309,DOG,pug,U,FALSE,Brooklyn,11249,Summer,0.24,Toy Group,
310,DOG,bull terrier,U,FALSE,Brooklyn,11236,Summer,0.4,Terrier Group,
311,DOG,afghan hound,U,FALSE,Brooklyn,11231,Summer,0.2,Hound Group,
315,DOG,bull terrier,U,FALSE,Brooklyn,11226,Summer,0.26,Terrier Group,
316,DOG,maltese,F,TRUE,Brooklyn,11212,Summer,0.35,Toy Group,Senior (8+ Years)
318,DOG,australian cattle dog,M,TRUE,Brooklyn,11238,Spring,0.0,Herding Group,Adult (3-7 Years)
321,DOG,bull terrier,U,FALSE,Brooklyn,,Summer,0.19,Terrier Group,
323,DOG,maltese,M,TRUE,Brooklyn,11236,Summer,0.51,Toy Group,Adult (3-7 Years)
324,DOG,cocker spaniel,U,FALSE,Brooklyn,,Summer,0.76,Sporting Group,
325,DOG,boston terrier,M,TRUE,Brooklyn,11233,Summer,0.7,Non-Sporting Group,Adult (3-7 Years)
326,DOG,cane corso,M,FALSE,Brooklyn,11223,Summer,0.48,Working Group,Adult (3-7 Years)
331,DOG,siberian husky,U,FALSE,Brooklyn,11229,Summer,0.17,Working Group,
332,DOG,german shepherd dog,M,FALSE,Brooklyn,11224,Summer,0.76,Herding Group,Adult (3-7 Years)
334,DOG,labrador retriever,M,TRUE,Brooklyn,11209,Summer,0.83,Sporting Group,Puppy/Young (0-2 Years)
336,DOG,shiba inu,F,TRUE,Brooklyn,11223,Summer,0.67,Non-Sporting Group,Adult (3-7 Years)
337,DOG,german shepherd dog,M,FALSE,Brooklyn,11220,Summer,0.5,Herding Group,Adult (3-7 Years)
338,DOG,german shepherd dog,M,FALSE,Brooklyn,,Summer,0.82,Herding Group,Adult (3-7 Years)
341,DOG,bull terrier,U,FALSE,Brooklyn,11226,Summer,0.32,Terrier Group,
342,DOG,yorkshire terrier,M,FALSE,Brooklyn,11235,Summer,0.34,Toy Group,Adult (3-7 Years)
344,DOG,golden retriever,U,FALSE,Brooklyn,11215,Summer,0.69,Sporting Group,
346,DOG,yorkshire terrier,M,FALSE,Brooklyn,11236,Summer,0.0,Toy Group,Senior (8+ Years)
347,DOG,bull terrier,U,FALSE,Brooklyn,11233,Summer,0.11,Terrier Group,
348,DOG,german shepherd dog,U,FALSE,Brooklyn,11216,Summer,0.43,Herding Group,
350,DOG,american english coonhound,M,TRUE,Brooklyn,11234,Summer,0.37,Hound Group,Senior (8+ Years)
351,DOG,american eskimo dog,U,FALSE,Brooklyn,11236,Summer,0.83,Non-Sporting Group,
354,DOG,bull terrier,U,FALSE,Brooklyn,11233,Summer,0.25,Terrier Group,
356,DOG,poodle (standard),U,FALSE,Brooklyn,11230,Summer,0.85,Non-Sporting Group,
360,DOG,bull terrier,U,FALSE,Brooklyn,11223,Summer,0.38,Terrier Group,
361,DOG,labrador retriever,U,FALSE,Brooklyn,11219,Summer,0.68,Sporting Group,
362,DOG,dachshund,F,TRUE,Brooklyn,11236,Summer,0.81,Hound Group,Puppy/Young (0-2 Years)
365,DOG,pomeranian,M,FALSE,Brooklyn,11223,Summer,0.37,Toy Group,Senior (8+ Years)
370,DOG,bull terrier,U,FALSE,Brooklyn,11207,Spring,0.48,Terrier Group,
374,DOG,bull terrier,U,FALSE,Brooklyn,11203,Summer,0.32,Terrier Group,
375,DOG,bull terrier,U,FALSE,Brooklyn,11203,Summer,0.01,Terrier Group,
377,DOG,kai ken,M,TRUE,Brooklyn,11225,Summer,0.0,Foundation Stock Service,Adult (3-7 Years)
378,DOG,american english coonhound,M,TRUE,Brooklyn,11249,Summer,0.29,Hound Group,Senior (8+ Years)
379,DOG,bull terrier,F,TRUE,Brooklyn,11234,Summer,0.26,Terrier Group,Senior (8+ Years)
380,DOG,bull terrier,U,FALSE,Brooklyn,,Summer,0.34,Terrier Group,
381,DOG,cocker spaniel,U,FALSE,Brooklyn,11214,Summer,0.72,Sporting Group,
382,DOG,american eskimo dog,U,FALSE,Brooklyn,11223,Summer,0.82,Non-Sporting Group,
384,DOG,chow chow,F,FALSE,Brooklyn,11220,Summer,0.21,Non-Sporting Group,Adult (3-7 Years)
385,DOG,german shepherd dog,U,FALSE,Brooklyn,11209,Summer,0.84,Herding Group,
386,DOG,golden retriever,M,TRUE,Brooklyn,11209,Summer,0.6,Sporting Group,Adult (3-7 Years)
387,DOG,shih tzu,M,TRUE,Brooklyn,11229,Summer,0.71,Toy Group,Adult (3-7 Years)
388,DOG,yorkshire terrier,U,FALSE,Brooklyn,11204,Summer,0.0,Toy Group,
389,DOG,bull terrier,U,FALSE,Brooklyn,,Summer,0.08,Terrier Group,
390,DOG,australian terrier,M,FALSE,Brooklyn,11222,Summer,0.56,Terrier Group,Senior (8+ Years)
391,DOG,american staffordshire terrier,U,FALSE,Brooklyn,11221,Summer,0.5,Terrier Group,
392,DOG,golden retriever,U,FALSE,Brooklyn,,Summer,0.66,Sporting Group,
393,DOG,cardigan welsh corgi,U,FALSE,Brooklyn,,Summer,0.68,Herding Group,
394,DOG,bull terrier,U,FALSE,Brooklyn,11209,Summer,0.0,Terrier Group,
395,DOG,shih tzu,M,TRUE,Brooklyn,,Summer,0.31,Toy Group,Senior (8+ Years)
396,DOG,german shepherd dog,M,FALSE,Brooklyn,11226,Summer,0.57,Herding Group,Senior (8+ Years)
398,DOG,bull terrier,U,FALSE,Brooklyn,11212,Summer,0.21,Terrier Group,
399,DOG,siberian husky,U,FALSE,Brooklyn,11219,Summer,0.46,Working Group,
400,DOG,labrador retriever,U,FALSE,Brooklyn,11234,Summer,0.84,Sporting Group,
401,DOG,golden retriever,M,TRUE,Brooklyn,11232,Summer,0.69,Sporting Group,Puppy/Young (0-2 Years)
404,DOG,bull terrier,U,FALSE,Brooklyn,11229,Summer,0.14,Terrier Group,
406,DOG,shih tzu,M,FALSE,Brooklyn,11216,Summer,0.11,Toy Group,Adult (3-7 Years)
410,DOG,american staffordshire terrier,M,FALSE,Brooklyn,11213,Summer,0.48,Terrier Group,Adult (3-7 Years)
411,DOG,american staffordshire terrier,M,FALSE,Brooklyn,11213,Summer,0.28,Terrier Group,Adult (3-7 Years)
417,DOG,borzoi,U,TRUE,Brooklyn,11235,Summer,0.39,Hound Group,
418,DOG,borzoi,U,FALSE,Brooklyn,11235,Summer,0.15,Hound Group,
421,DOG,shih tzu,M,TRUE,Brooklyn,11223,Summer,0.51,Toy Group,Senior (8+ Years)
422,DOG,bull terrier,U,FALSE,Brooklyn,11207,Summer,0.4,Terrier Group,
424,DOG,chihuahua,U,FALSE,Brooklyn,11238,Summer,0.52,Toy Group,
425,DOG,shih tzu,U,FALSE,Brooklyn,11214,Summer,0.39,Toy Group,
430,DOG,bull terrier,U,FALSE,Brooklyn,11214,Summer,0.29,Terrier Group,
432,DOG,chinese shar-pei,U,FALSE,Brooklyn,11226,Summer,0.22,Non-Sporting Group,
433,DOG,maltese,M,TRUE,Brooklyn,11236,Summer,0.34,Toy Group,Adult (3-7 Years)
435,DOG,shih tzu,F,TRUE,Brooklyn,11209,Summer,0.97,Toy Group,Adult (3-7 Years)
436,DOG,bull terrier,U,FALSE,Brooklyn,11209,Summer,0.51,Terrier Group,
437,DOG,bichon frise,U,FALSE,Brooklyn,11234,Summer,0.42,Non-Sporting Group,
439,DOG,shih tzu,U,FALSE,Brooklyn,11209,Summer,0.47,Toy Group,
440,DOG,afghan hound,F,TRUE,Brooklyn,11208,Summer,0.32,Hound Group,Puppy/Young (0-2 Years)
441,DOG,poodle (standard),U,FALSE,Brooklyn,11220,Summer,0.73,Non-Sporting Group,
442,DOG,shih tzu,U,FALSE,Brooklyn,11236,Summer,0.41,Toy Group,
444,DOG,greyhound,F,TRUE,Brooklyn,11209,Summer,0.47,Hound Group,Senior (8+ Years)
446,DOG,beagle,U,FALSE,Brooklyn,11223,Summer,0.4,Hound Group,
447,DOG,bull terrier,U,FALSE,Brooklyn,11207,Summer,0.04,Terrier Group,
448,DOG,staffordshire bull terrier,M,FALSE,Brooklyn,11211,Summer,0.03,Terrier Group,Adult (3-7 Years)
452,DOG,airedale terrier,U,FALSE,Brooklyn,11209,Summer,0.82,Terrier Group,
453,DOG,chihuahua,U,FALSE,Brooklyn,11233,Summer,0.4,Toy Group,
455,DOG,bull terrier,U,FALSE,Brooklyn,11226,Summer,0.53,Terrier Group,
457,DOG,bull terrier,U,FALSE,Brooklyn,11231,Summer,0.02,Terrier Group,
458,DOG,bull terrier,U,FALSE,Brooklyn,11231,Summer,0.21,Terrier Group,
460,DOG,american english coonhound,F,FALSE,Brooklyn,11237,Summer,0.71,Hound Group,Puppy/Young (0-2 Years)
461,DOG,bull terrier,U,FALSE,Brooklyn,11236,Summer,0.07,Terrier Group,
465,DOG,chihuahua,U,FALSE,Brooklyn,11228,Summer,0.19,Toy Group,
466,DOG,miniature pinscher,U,FALSE,Brooklyn,11209,Summer,0.13,Toy Group,
467,DOG,pointer,M,FALSE,Brooklyn,11207,Summer,0.47,Sporting Group,Adult (3-7 Years)
468,DOG,shih tzu,U,FALSE,Brooklyn,11210,Summer,0.64,Toy Group,
469,DOG,bull terrier,U,FALSE,Brooklyn,11226,Summer,0.21,Terrier Group,
470,DOG,shih tzu,U,FALSE,Brooklyn,11204,Summer,0.21,Toy Group,
471,DOG,chinese shar-pei,M,TRUE,Brooklyn,11216,Summer,0.25,Non-Sporting Group,Adult (3-7 Years)
473,DOG,shiba inu,M,FALSE,Brooklyn,11219,Summer,0.2,Non-Sporting Group,Puppy/Young (0-2 Years)
479,DOG,bull terrier,M,FALSE,Brooklyn,11220,Summer,0.53,Terrier Group,Puppy/Young (0-2 Years)
481,DOG,golden retriever,U,FALSE,Brooklyn,11234,Summer,0.81,Sporting Group,
483,DOG,bulldog,U,FALSE,Brooklyn,11220,Summer,0.32,Non-Sporting Group,
484,DOG,bull terrier,U,FALSE,Brooklyn,11212,Summer,0.42,Terrier Group,
490,DOG,bull terrier,M,FALSE,Brooklyn,11222,Summer,0.16,Terrier Group,Puppy/Young (0-2 Years)
491,DOG,bull terrier,U,FALSE,Brooklyn,,Summer,0.38,Terrier Group,
495,DOG,bull terrier,U,FALSE,Brooklyn,11212,Fall,0.37,Terrier Group,
496,DOG,bull terrier,U,FALSE,Brooklyn,11213,Summer,0.44,Terrier Group,
497,DOG,bull terrier,F,FALSE,Brooklyn,11222,Summer,0.43,Terrier Group,Puppy/Young (0-2 Years)
498,DOG,bull terrier,U,FALSE,Brooklyn,11224,Summer,0.34,Terrier Group,
499,DOG,bull terrier,U,FALSE,Brooklyn,11232,Summer,0.25,Terrier Group,
500,DOG,german shepherd dog,M,FALSE,Brooklyn,11235,Summer,0.84,Herding Group,Senior (8+ Years)
502,DOG,collie,M,FALSE,Brooklyn,11207,Fall,0.77,Herding Group,Adult (3-7 Years)
503,DOG,shih tzu,M,TRUE,Brooklyn,11215,Summer,0.47,Toy Group,Adult (3-7 Years)
507,DOG,american bulldog,U,FALSE,Brooklyn,11224,Summer,0.81,Foundation Stock Service,
508,DOG,maltese,U,FALSE,Brooklyn,11201,Summer,0.63,Toy Group,
